Method	Par	Deviation_train	RMS_train	Deviation_test	RMS_test
MD	1	0.00309815	0.260727	0.00469707	0.26108
MD	2	2.20881e-05	0.249352	0.00198789	0.250481
MD	3	-0.00140317	0.24298	0.00208262	0.249464
MD	4	-0.0015776	0.236901	0.00361692	0.254124
MD	5	-0.00235611	0.226712	0.00784192	0.26176
MD	6	-0.00199768	0.213817	0.0130287	0.270578
MD	7	-0.00249393	0.196313	0.0212827	0.28319
MD	8	-0.00320679	0.177978	0.0261877	0.293838
